Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,184.7333333,0,0.0,106,4590.381904999999,0.0018518520000000002,0.00287037,3.96093872,0.0,Aug,2,2,9,2,Returning_Visitor,0,1
0,0.0,0,0.0,16,1599.266667,0.0,0.013333333000000001,0.0,0.0,May,4,2,2,13,Returning_Visitor,0,0
0,0.0,0,0.0,21,1088.866667,0.0,0.010526316,16.158558199999998,0.0,Nov,3,2,1,2,Returning_Visitor,1,1
5,178.92,1,6.0,33,1017.576667,0.013157895,0.011842105,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,0,0
2,59.0,0,0.0,20,497.53888889999996,0.0,0.015,0.0,0.0,May,1,1,3,4,Returning_Visitor,1,0
0,0.0,0,0.0,5,117.75,0.0,0.04,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.0,Dec,1,1,1,10,Returning_Visitor,0,0
0,0.0,0,0.0,3,159.5,0.0,0.066666667,0.0,0.0,Nov,2,4,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,15,212.8,0.019047619,0.042857143,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,0,0
15,161.76441100000002,7,227.25,104,6254.4201219999995,0.028065242,0.036927442000000005,3.4312103169999997,0.0,May,3,2,1,2,Returning_Visitor,1,0
0,0.0,0,0.0,15,598.6,0.0,0.033333333,0.0,0.0,Jul,2,2,1,2,Returning_Visitor,0,0
1,8.0,0,0.0,11,701.0,0.0,0.016666667,0.0,0.0,Aug,2,2,1,2,Returning_Visitor,0,0
4,15.0,1,0.0,38,1155.0,0.004545455,0.020454545,5.903181817999999,0.0,May,2,2,5,2,Returning_Visitor,0,1
0,0.0,0,0.0,103,3357.053333,0.015533981,0.043527508,0.0,0.0,Sep,2,2,4,1,Returning_Visitor,0,0
0,0.0,0,0.0,19,606.8333332999999,0.031578947,0.048245614000000006,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,3,1,1,Returning_Visitor,0,0
9,250.2222222,5,343.875,82,5076.380556,0.0,0.010982424,28.41708136,0.0,Dec,3,2,1,13,Returning_Visitor,0,1
13,313.0909091,4,516.0,132,3083.050977,0.001494396,0.009733401,8.868449011000001,0.0,May,2,5,3,4,Returning_Visitor,0,0
0,0.0,0,0.0,3,41.4,0.0,0.066666667,0.0,0.0,Sep,2,2,7,2,Returning_Visitor,0,0
0,0.0,0,0.0,10,421.6,0.0,0.011111111000000002,0.0,0.0,Nov,1,1,1,4,Returning_Visitor,0,0
0,0.0,0,0.0,18,415.2738095,0.005882353000000001,0.028921568999999998,0.0,0.0,Nov,2,10,7,10,Returning_Visitor,0,0
2,117.0,0,0.0,13,309.9333333,0.0,0.013333333000000001,0.0,0.0,Mar,2,2,2,2,New_Visitor,0,0
0,0.0,0,0.0,2,689.0,0.0,0.1,0.0,0.0,May,2,2,3,2,New_Visitor,0,0
0,0.0,0,0.0,18,413.6666667,0.0,0.047222222,0.0,0.0,Dec,2,2,6,1,Returning_Visitor,0,0
0,0.0,0,0.0,9,237.33333330000002,0.0,0.031666667,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,2,171.0,0.0,0.1,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,1,0
6,270.75,0,0.0,6,217.5,0.0,0.02,0.0,0.0,Dec,3,2,4,2,New_Visitor,1,0
0,0.0,0,0.0,8,158.25,0.0,0.003571429,0.0,0.0,Nov,1,8,4,11,Returning_Visitor,1,0
3,166.0,1,140.0,35,701.5,0.029411765,0.05,0.0,0.0,May,2,5,6,1,Returning_Visitor,1,0
1,11.5,0,0.0,19,887.8,0.008823529,0.032679739,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,0,0
1,47.0,0,0.0,19,881.1666667000002,0.0,0.005882353000000001,0.0,0.0,May,2,2,6,4,New_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,0,0
3,77.6,0,0.0,3,8.0,0.033333333,0.066666667,0.0,0.0,June,2,2,6,2,Returning_Visitor,0,0
0,0.0,0,0.0,16,687.3848485000001,0.0,0.005208333,29.462843900000003,0.0,Nov,3,2,3,2,New_Visitor,1,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.2,May,2,2,3,1,Returning_Visitor,0,0
0,0.0,2,28.0,1,0.0,0.066666667,0.133333333,0.0,0.6,May,2,2,8,3,Returning_Visitor,0,0
4,158.33333330000002,1,9.0,9,634.2,0.005555556,0.008095238000000001,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,1,0
7,157.5,1,23.0,42,3503.025,0.005142857,0.018193939,21.76475048,0.0,May,2,2,1,2,Returning_Visitor,0,0
2,26.0,0,0.0,22,285.98809520000003,0.0,0.0125,0.0,0.0,Mar,1,1,6,8,Returning_Visitor,0,0
0,0.0,0,0.0,23,966.3583332999999,0.0,0.004081633,0.0,0.0,Nov,3,2,7,2,Returning_Visitor,0,0
0,0.0,0,0.0,14,258.0,0.164285714,0.173809524,0.0,0.6,May,3,2,6,13,Returning_Visitor,0,0
0,0.0,0,0.0,38,1185.986275,0.0,0.009501385,0.0,0.0,Nov,1,1,4,3,Returning_Visitor,0,0
10,274.25,5,247.75,61,2267.330952,0.0027397259999999996,0.005348989,48.6094789,0.0,Nov,2,2,1,2,Returning_Visitor,0,1
0,0.0,0,0.0,69,1002.104167,0.0,0.013140097,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,0,0
6,83.4,1,102.3,34,970.6266667000001,0.008823529,0.014313725,0.0,0.0,Nov,1,1,6,2,Returning_Visitor,0,0
4,36.0,0,0.0,28,708.9166667000001,0.0,0.003846154,0.0,0.0,May,2,6,1,3,New_Visitor,0,0
0,0.0,0,0.0,8,731.0,0.0,0.04375,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,0,0
16,244.2666667,1,0.0,101,4484.669445,0.008408408000000001,0.024055759,3.50497054,0.0,Dec,3,2,2,10,Returning_Visitor,0,0
0,0.0,0,0.0,7,322.75,0.047619048,0.071428571,0.0,0.0,Nov,3,2,2,13,Returning_Visitor,0,0
0,0.0,0,0.0,11,272.0,0.0,0.016666667,0.0,0.8,May,2,2,4,4,Returning_Visitor,0,0
0,0.0,0,0.0,12,749.75,0.0,0.016666667,0.0,0.0,Nov,8,2,1,10,Returning_Visitor,0,0
0,0.0,0,0.0,44,1236.638095,0.0,0.014728682,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,0,0
10,218.4027778,0,0.0,27,897.7837302000002,0.006060606,0.019805195,48.92856443,0.0,Dec,2,2,1,3,Returning_Visitor,0,0
3,64.0,0,0.0,29,619.4,0.0,0.007142857,42.89057143,0.0,May,2,2,1,3,Returning_Visitor,0,1
0,0.0,0,0.0,48,476.3600938999999,0.0006944439999999999,0.028639402999999997,0.0,0.0,Aug,1,1,1,2,Returning_Visitor,0,0
3,68.33333333,0,0.0,39,1263.864951,0.007906976999999999,0.025721669,14.94379331,0.0,Nov,3,2,1,2,Returning_Visitor,0,1
2,37.0,0,0.0,46,3043.916667,0.030434782999999997,0.05,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,6,3,Returning_Visitor,0,0
1,32.7,0,0.0,27,687.1966667,0.0,0.019393939,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,0,0
0,0.0,0,0.0,9,11.0,0.15555555599999998,0.177777778,0.0,0.0,May,2,2,2,4,Returning_Visitor,0,0
1,8.0,2,61.5,31,1126.25,0.0,0.024242424,0.0,0.0,Nov,4,2,1,2,Returning_Visitor,0,0
8,66.2,3,276.0,25,641.8,0.006451613,0.013978495,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,0,0
6,141.05833330000002,0,0.0,46,1728.866268,0.0,0.019059741,0.0,0.0,June,2,2,7,4,Returning_Visitor,0,0
0,0.0,0,0.0,17,2186.961538,0.01875,0.02422619,0.0,0.0,Dec,1,1,1,10,Returning_Visitor,0,0
4,226.0,0,0.0,81,4836.486905,0.002380952,0.010714286000000002,5.312300227,0.0,Nov,2,2,1,2,Returning_Visitor,0,1
0,0.0,0,0.0,13,96.5,0.030769231,0.076923077,0.0,0.0,Mar,2,6,4,1,Returning_Visitor,0,0
6,98.83333333,1,0.0,34,1644.857143,0.005,0.0265,0.0,0.0,May,2,5,1,1,Returning_Visitor,0,0
5,91.5,0,0.0,106,2980.889179,0.0018518520000000002,0.010139398,1.9124222219999998,0.0,May,4,2,3,6,Returning_Visitor,0,0
4,98.6,0,0.0,10,63.6,0.090909091,0.090909091,0.0,0.0,Sep,1,1,4,3,Returning_Visitor,0,0
0,0.0,0,0.0,12,168.0,0.041666667000000004,0.063888889,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,0,0
0,0.0,0,0.0,5,118.75,0.04,0.08,0.0,0.0,Dec,1,1,1,8,New_Visitor,0,0
0,0.0,1,0.0,10,210.25,0.0,0.018181818,0.0,0.0,Nov,1,1,1,2,New_Visitor,0,0
0,0.0,0,0.0,6,50.0,0.0,0.033333333,0.0,0.0,May,2,4,3,3,Returning_Visitor,0,0
0,0.0,0,0.0,14,363.3,0.019047619,0.045986395,0.0,0.0,May,1,1,6,2,Returning_Visitor,1,0
7,105.375,0,0.0,48,1268.116667,0.022902098,0.027788462000000003,0.0,0.0,Nov,1,1,8,1,Returning_Visitor,1,0
1,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,Feb,1,2,1,5,Returning_Visitor,1,0
0,0.0,0,0.0,79,3129.393438,0.018258179,0.044962458,0.0,0.0,May,3,2,3,3,Returning_Visitor,0,0
11,298.0820225,4,138.5,397,11940.0165,0.006959671,0.009804129,9.221243019,0.0,Nov,1,1,3,3,Returning_Visitor,1,1
2,9.0,0,0.0,38,1147.696667,0.0,0.027642276,3.6738290680000003,0.0,June,2,2,4,1,Returning_Visitor,0,1
2,22.0,3,41.5,67,3397.957955,0.0,0.015504136000000002,0.0,0.0,Dec,2,2,2,2,Returning_Visitor,1,0
5,99.66666667,0,0.0,14,1714.1666670000002,0.0,0.022222222000000003,33.196,0.0,May,2,2,1,2,Returning_Visitor,0,0
4,1660.3,0,0.0,2,45.7,0.0,0.016666667,113.92934340000001,0.0,Sep,2,10,1,2,Returning_Visitor,0,1
0,0.0,0,0.0,2,0.0,0.0,0.1,0.0,0.0,May,2,2,1,13,Returning_Visitor,1,0
0,0.0,0,0.0,4,47.0,0.0,0.05,0.0,0.0,Nov,3,2,6,1,Returning_Visitor,0,0
2,52.5,0,0.0,10,753.1,0.0,0.02,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,1,0
3,30.0,1,0.0,3,14.0,0.0,0.028571429,0.0,0.0,Nov,2,4,4,2,Returning_Visitor,0,0
0,0.0,0,0.0,8,135.25,0.0,0.05,0.0,0.0,Nov,2,2,9,1,Returning_Visitor,0,0
0,0.0,0,0.0,4,68.0,0.0,0.05,0.0,0.0,May,2,2,1,6,Returning_Visitor,0,0
5,39.8,2,239.8,216,14577.084980000001,0.0027397259999999996,0.013368848000000001,0.888485964,0.0,Aug,2,2,3,13,Returning_Visitor,0,0
2,22.0,1,49.0,22,602.1666667000001,0.0,0.008695652,0.0,0.0,Mar,2,2,1,2,New_Visitor,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,Feb,2,4,3,3,Returning_Visitor,0,0
0,0.0,0,0.0,20,1008.5,0.08,0.12,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,1,0
4,208.88888889999998,4,134.0,37,1335.809127,0.024242424,0.038460744,6.062330164,0.0,Dec,1,1,6,1,Returning_Visitor,0,0
0,0.0,0,0.0,27,520.0,0.0,0.0037037040000000004,0.0,0.0,Nov,8,2,3,20,New_Visitor,0,1
1,85.1,0,0.0,8,194.22857140000002,0.075,0.078125,0.0,0.0,Nov,3,3,1,1,Returning_Visitor,1,0
2,45.0,2,31.0,47,1541.3274509999999,0.000653595,0.023288614,0.0,0.8,May,3,3,8,4,Returning_Visitor,0,0
1,38.0,2,20.0,57,2931.580303,0.004,0.021833332999999996,0.0,1.0,May,2,2,4,2,Returning_Visitor,1,0
2,53.0,0,0.0,4,46.0,0.026666667,0.055999999999999994,0.0,0.4,May,3,2,1,2,Returning_Visitor,0,0
3,118.55,0,0.0,34,1948.088333,0.027027027000000002,0.041643072,0.0,0.0,June,3,2,1,13,Returning_Visitor,1,0
1,0.0,0,0.0,16,1296.6,0.022222222000000003,0.033333333,13.28355556,0.0,Mar,3,2,4,2,Returning_Visitor,0,1
0,0.0,0,0.0,13,158.33333330000002,0.015384615,0.061538462,0.0,0.4,May,2,2,3,13,Returning_Visitor,0,0
0,0.0,0,0.0,14,429.91666669999995,0.014285714,0.033333333,0.0,0.0,Nov,1,8,4,11,Returning_Visitor,0,0
0,0.0,0,0.0,63,1021.0,0.0265625,0.059895832999999996,0.0,0.8,May,2,2,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,2,29.0,0.0,0.05,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,0,0
7,70.0,4,35.0,131,4442.394444,0.011678832,0.014283502,0.0,0.0,Nov,4,1,1,2,Returning_Visitor,1,0
1,77.1,0,0.0,35,365.5833333,0.017142857,0.026857142999999997,0.0,0.0,Nov,2,2,1,4,Returning_Visitor,0,0
0,0.0,0,0.0,25,375.6619048,0.004,0.041777778,0.0,0.0,May,2,5,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,12,146.1333333,0.05,0.066666667,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,0,0
5,158.0,0,0.0,56,2220.8714649999997,0.003389831,0.006327684,10.24598305,0.0,May,2,2,2,2,Returning_Visitor,0,0
0,0.0,0,0.0,31,822.65,0.020689655,0.020804598,0.0,1.0,May,1,1,3,4,Returning_Visitor,1,0
3,157.4,0,0.0,9,128.5,0.036363636,0.081818182,0.0,0.0,Jul,3,2,1,3,Returning_Visitor,1,0
0,0.0,0,0.0,5,309.0,0.05,0.045,0.0,0.0,May,1,1,1,2,Returning_Visitor,1,0
8,187.7,0,0.0,21,881.35,0.0,0.008641975,23.42271616,0.0,Jul,2,4,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,7,88.33333333,0.0,0.042857143,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,0,0
1,15.0,2,4.0,108,6740.557143000001,0.013761468,0.032553517000000004,24.80248887,0.0,Nov,2,2,1,1,Returning_Visitor,0,1
17,698.1333333,1,9.0,83,4306.612354999999,0.001075269,0.019375648,0.0,0.0,Oct,7,1,2,1,Returning_Visitor,1,1
2,33.0,0,0.0,25,1720.0,0.0,0.007692308,60.29018448,0.0,Mar,2,5,3,1,Returning_Visitor,0,1
0,0.0,0,0.0,2,40.5,0.0,0.1,0.0,0.0,Dec,1,1,3,3,Other,0,0
1,108.8,0,0.0,15,387.4,0.0,0.004166667,0.0,0.0,June,2,2,1,2,New_Visitor,0,0
0,0.0,0,0.0,3,65.5,0.066666667,0.1,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,0,0
0,0.0,0,0.0,9,177.33333330000002,0.066666667,0.088888889,0.0,1.0,May,3,2,4,1,Returning_Visitor,1,0
0,0.0,0,0.0,29,488.4090909,0.014285714,0.02173913,0.0,0.0,Nov,1,8,1,11,New_Visitor,0,1
2,90.0,0,0.0,19,921.6,0.02,0.03,55.46963196,0.0,Nov,3,2,3,8,Returning_Visitor,0,1
2,53.5,0,0.0,20,559.3809524000001,0.0,0.01,0.0,1.0,May,2,2,1,4,New_Visitor,1,0
0,0.0,0,0.0,12,896.5,0.008333333,0.025,14.6895,0.6,May,2,5,1,5,Returning_Visitor,0,1
0,0.0,0,0.0,56,2749.15,0.000595238,0.023809524,0.0,0.0,Nov,2,2,1,8,Returning_Visitor,0,1
9,1294.9,1,32.66666667,37,1012.233333,0.0,0.006910299,33.31220592,0.0,Nov,2,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,8,228.0,0.0,0.028571429,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,0,0
14,1130.502941,6,261.6333333,26,2559.8983329999996,0.015789473999999998,0.017422643,20.30438949,0.0,Mar,1,2,1,2,Returning_Visitor,0,0
8,258.1444444,1,0.0,81,1878.996825,0.002325581,0.019277493,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,113,5178.531731,0.003896104,0.030191572000000003,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,0,1
0,0.0,0,0.0,21,436.8125,0.0019047620000000002,0.028338002,0.0,0.4,May,2,2,4,2,Returning_Visitor,0,0
3,215.0,0,0.0,53,1481.429167,0.0018518520000000002,0.012345678999999998,56.31760103,0.0,Nov,1,8,1,11,Returning_Visitor,1,1
0,0.0,2,45.0,11,624.0,0.015384615,0.046153846,0.0,0.0,Mar,2,2,4,10,Returning_Visitor,0,0
0,0.0,0,0.0,7,56.0,0.0,0.042857143,0.0,1.0,May,2,2,3,1,Returning_Visitor,1,0
7,120.375,0,0.0,17,446.38333330000006,0.0,0.008333333,0.0,0.0,Dec,2,2,7,2,New_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,0,0
2,14.0,0,0.0,5,45.25,0.0,0.038095238,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,0
3,470.0,0,0.0,21,2046.5,0.016,0.032,21.5952,0.0,May,2,6,1,3,Returning_Visitor,0,0
3,23.2,0,0.0,24,809.4333333,0.0128,0.021333333,0.0,0.0,Aug,3,2,1,3,Returning_Visitor,1,0
0,0.0,0,0.0,2,25.5,0.0,0.1,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,0,0
0,0.0,1,242.8,73,1860.95,0.005405405,0.019527027,0.0,0.0,June,2,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,5,337.25,0.0,0.02,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,0,0
0,0.0,0,0.0,37,1156.416667,0.0,0.011111111000000002,0.0,0.0,Nov,1,1,9,2,Returning_Visitor,1,0
10,380.4333333,0,0.0,39,1526.213333,0.004651163,0.014728682,0.0,0.0,Nov,2,6,5,2,Returning_Visitor,0,0
0,0.0,0,0.0,23,1544.595238,0.058550725,0.09294466400000001,0.0,0.0,Nov,3,2,8,13,Returning_Visitor,1,0
0,0.0,0,0.0,11,461.0,0.036363636,0.054545455,0.0,0.0,Dec,2,2,5,6,Returning_Visitor,0,0
1,0.0,0,0.0,8,1340.3,0.0,0.025,0.0,0.0,Sep,1,2,3,4,Returning_Visitor,0,0
0,0.0,6,97.16666667,81,3466.7940479999997,0.018431373,0.022050322,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,1,0
0,0.0,0,0.0,21,1280.02,0.0,0.019047619,7.232201859,0.0,Nov,2,2,1,20,Returning_Visitor,0,1
0,0.0,0,0.0,13,253.33333330000002,0.030769231,0.073076923,0.0,0.8,May,2,2,5,3,Returning_Visitor,0,0
0,0.0,0,0.0,20,724.1333333,0.074074074,0.083333333,0.0,0.6,May,3,3,3,4,Returning_Visitor,0,0
0,0.0,0,0.0,3,60.4,0.0,0.066666667,0.0,0.0,Sep,1,1,1,5,Returning_Visitor,0,0
0,0.0,0,0.0,36,808.0833332999999,0.0,0.007619048000000001,53.10142857,0.0,May,2,2,6,4,Returning_Visitor,0,1
1,94.0,0,0.0,10,332.75,0.0,0.02,0.0,0.0,May,2,2,3,6,Returning_Visitor,0,0
1,28.2,0,0.0,20,679.5666667,0.0,0.006349206,0.0,0.0,Nov,2,2,2,3,New_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,6,13,Returning_Visitor,0,0
0,0.0,0,0.0,52,1622.433333,0.006410256,0.031730769,0.0,0.0,May,2,2,3,13,Returning_Visitor,0,0
0,0.0,0,0.0,48,1510.383333,0.008510638000000001,0.030927052000000003,16.61211742,0.0,Aug,2,4,3,1,Returning_Visitor,0,0
4,101.0,0,0.0,14,797.3333332999999,0.0,0.003571429,0.0,0.0,May,3,2,4,4,Returning_Visitor,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,3,3,Returning_Visitor,0,0
0,0.0,0,0.0,6,129.5,0.0,0.033333333,0.0,0.0,Dec,2,2,1,11,New_Visitor,0,0
0,0.0,0,0.0,20,275.6666667,0.066666667,0.114814815,0.0,0.0,May,2,2,1,4,Returning_Visitor,0,0
0,0.0,0,0.0,8,272.9,0.05,0.075,0.0,0.0,Oct,1,1,1,1,New_Visitor,0,0
2,0.0,0,0.0,17,1394.666667,0.0,0.029761905,0.0,0.0,Mar,2,4,2,6,Returning_Visitor,0,0
4,159.0,2,27.75,33,821.6825397000001,0.0006172840000000001,0.019343434,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,0
2,156.0,1,201.0,14,1033.066667,0.0125,0.012291667,0.0,0.0,May,1,1,6,3,Returning_Visitor,1,0
3,94.0,2,44.2,56,1430.2082050000001,0.02,0.030388889,0.0,0.0,Nov,2,2,9,3,Returning_Visitor,0,0
1,12.0,0,0.0,11,213.0,0.05,0.066666667,0.0,0.0,Nov,2,2,4,13,Returning_Visitor,1,0
0,0.0,0,0.0,42,1433.083333,0.005,0.02575,0.0,0.4,May,2,2,1,11,Returning_Visitor,0,0
5,74.75,3,86.75,51,2003.375779,0.0,0.008874271999999999,44.33548922,0.0,Nov,2,2,7,2,Returning_Visitor,0,0
4,252.5,0,0.0,13,930.0535714,0.0,0.027083332999999998,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,0,0
0,0.0,0,0.0,29,594.9666667,0.013793103000000001,0.022024757000000002,0.0,0.0,May,2,2,3,2,Returning_Visitor,0,0
0,0.0,0,0.0,2,404.0,0.0,0.1,0.0,0.0,May,2,2,6,13,Returning_Visitor,0,0
0,0.0,0,0.0,21,331.0833333,0.00952381,0.042857143,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,0
17,346.7096405,3,207.25,292,8282.214508,0.000977199,0.005669849,13.91832377,0.0,Nov,2,2,1,2,Returning_Visitor,1,0
1,5.0,0,0.0,44,630.3166667,0.025,0.044223485,0.0,0.0,May,2,2,6,3,Returning_Visitor,0,0
0,0.0,0,0.0,35,2994.827381,0.0,0.01969697,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,1,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,2,2,2,3,Returning_Visitor,0,0
6,60.36666667,3,189.3,12,304.7,0.0,0.038596491000000004,2.8483122360000004,0.0,June,2,2,1,4,Returning_Visitor,0,1
0,0.0,0,0.0,2,37.0,0.0,0.1,0.0,0.2,May,2,2,6,3,Returning_Visitor,0,0
5,127.8,0,0.0,15,766.8238094999999,0.0,0.0,65.47265060000001,0.0,Aug,1,8,4,1,Returning_Visitor,0,1
0,0.0,0,0.0,53,2121.311111,0.020754717,0.060754717,0.0,0.0,June,2,2,1,1,Returning_Visitor,0,0
2,58.0,0,0.0,6,245.0,0.0,0.028571429,54.98,1.0,May,2,2,3,3,Returning_Visitor,1,1
0,0.0,0,0.0,69,2077.806007,0.004830918,0.018561873,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,0,0
0,0.0,0,0.0,96,1231.79046,0.00212766,0.01026897,0.0,0.0,Jul,2,4,3,1,Returning_Visitor,0,0
0,0.0,0,0.0,9,329.25,0.05,0.075,38.83384563,0.0,Dec,3,2,4,1,Returning_Visitor,0,1
2,168.4,0,0.0,10,208.0,0.0,0.008333333,0.0,0.0,Nov,3,2,5,2,New_Visitor,0,0
3,63.0,2,204.25,20,457.25,0.009090909,0.013636364,0.0,0.0,Dec,3,2,7,2,New_Visitor,0,1
0,0.0,0,0.0,3,132.4,0.0,0.033333333,0.0,0.0,June,3,2,1,1,Returning_Visitor,0,0
5,99.16666667,1,27.0,33,483.2666666999999,0.002777778,0.009126984,0.0,0.6,May,8,5,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,May,2,2,1,1,Returning_Visitor,0,0
0,0.0,0,0.0,6,1044.0,0.0,0.016666667,0.0,0.0,May,2,2,2,11,Returning_Visitor,0,0
10,155.8458333,4,155.375,128,4391.876232,0.008759124,0.022411525,0.0,0.0,Nov,1,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,2,96.0,0.0,0.1,0.0,0.0,May,2,7,4,3,Returning_Visitor,0,0
9,227.375,4,102.25,48,2849.482143,0.0,0.014853801000000002,4.741626063,0.0,Nov,2,2,4,2,Returning_Visitor,0,0
0,0.0,0,0.0,3,164.0,0.0,0.066666667,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,1,0
0,0.0,0,0.0,22,987.6,0.009090909,0.015151515,0.0,0.0,Oct,2,2,1,4,Returning_Visitor,1,0
1,67.5,1,0.0,11,816.5,0.0,0.016666667,0.0,0.0,Dec,1,1,6,2,New_Visitor,0,0
0,0.0,0,0.0,33,663.2333332999999,0.026470588,0.059803922,0.0,0.8,May,3,2,3,13,Returning_Visitor,0,0
1,16.2,1,8.1,17,1180.366667,0.010526316,0.052631579000000005,0.0,0.0,Aug,2,2,3,4,Returning_Visitor,0,0
2,64.5,1,0.0,97,2696.10873,0.003436426,0.021408935,5.770973155,0.0,Nov,2,2,1,13,Returning_Visitor,0,1
4,113.83333329999999,0,0.0,3,23.66666667,0.0,0.05625,0.0,0.0,Dec,2,2,6,2,Returning_Visitor,1,0
4,54.6,2,22.13333333,44,1100.789082,0.008510638000000001,0.018561297,0.0,0.0,Oct,2,2,1,1,Returning_Visitor,0,0
0,0.0,0,0.0,3,125.0,0.05,0.075,0.0,0.8,May,2,2,1,4,Returning_Visitor,0,0
3,159.0,2,55.5,23,1100.125,0.0,0.011111111000000002,0.0,0.4,May,3,2,4,14,Returning_Visitor,0,0
0,0.0,0,0.0,4,72.0,0.0,0.0,35.34967016,0.0,Sep,3,2,3,2,Returning_Visitor,1,1
1,20.0,2,39.5,156,8613.257312,0.006289308,0.015117318999999999,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,1,0
2,56.4,1,0.0,72,2101.467925,0.006140351,0.029986961,0.0,0.0,Aug,1,1,2,2,Returning_Visitor,0,0
7,95.17,1,11.1,68,824.1573062000001,0.0,0.006666666999999999,37.68626909,0.0,June,2,2,3,3,Returning_Visitor,0,0
0,0.0,0,0.0,100,5212.708333,0.00952381,0.025768619,8.505586651,0.0,Nov,2,2,7,2,Returning_Visitor,1,1
0,0.0,0,0.0,13,215.952381,0.0,0.018181818,0.0,0.0,Nov,3,2,6,2,New_Visitor,0,0
0,0.0,0,0.0,5,277.0,0.0,0.04,0.0,0.0,May,2,2,6,13,Returning_Visitor,0,0
0,0.0,0,0.0,15,125.25,0.025,0.05,0.0,0.6,May,2,2,6,13,Returning_Visitor,0,0
9,134.7666667,0,0.0,17,347.547619,0.024242424,0.042121212000000005,0.0,0.0,May,3,2,4,4,Returning_Visitor,0,0
4,74.33333333,3,10.0,2,73.0,0.0,0.04444444400000001,0.0,0.0,May,3,2,1,6,New_Visitor,0,0
